@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_b {"TIN", "UNT"}

@data
' antifa thugs remind me of orcs if they are stupid enough to try and take someones firearm i wouldnt be surprised if its an orc who is thrown in a dumpster',TIN
'  the fascists are anti american communist scum like yourself now go fuck yourself you piece of human garbage usa maga  antifa are terrorists',TIN
' she will be remembered as the witch that used her genitalia to make a false claim against a good man b c  she is a die hard democrat that hates republicans so much  she is willing to ruin a good mans name all in the name of power  democrats are crying wolf way too many',TIN
' brennan is a disgrace without a clearance grinning face with big eyes',TIN
'  is that the only attorney general in our history to be held in contempt',TIN
'antifa is a domestic terrorist organization that leeches off of george soross money they are a domestic terrorist organization that uses intimidation amp violence to spread their ideology',TIN
' no one attacked kavanope we are allowed to question  liars  he is secretive and he lied under oath what more do you need',TIN
'  rubio sat through a 2 hour town hall in february answering questions from the public about gun control from people whose friends and children had just been murdered that takes more courage than grandstanding and lying in a stupid hearing',TIN
'   we all know it is not even close to bribery she is using that term to defend her disgusting and disgraceful decision to vote with her party over the american people i have to wonder how much she is getting paid for the yes vote',TIN
'  another democrat scam  republicans dont fund terrorist groups like antifa to threaten people  but go ahead make it look real',TIN
' this is a premeditated attack by democratic liberals and she is being rehearsed enough of the scam show vote kavanaugh to sc',TIN
' evidently shes as big a narcissist as he is',TIN
'  great and i am certainly anti fascist but  the group antifa is the most fascist and violent groups in america in case you had not noticed and associated with the largest hate group in america the democratic party',TIN
' watched the press conf with trump and heard him say how much we will make when poland pays us to put in a military base he is a dottering demented fool who really believes that his goal is for america to make money you hear it in all he says this is not a hotel',TIN
'  she is a fucking mess i hate her so much',TIN
'   eric holder is a filthy maggot ',TIN
'  yeah and guess what helped dc become not the murder capital of the world  gun control it works',TIN
'probably indoctrinating maga ',TIN
'shame on      and all the rest of the left wing media that are not doing their jobs and purposely looking the other way this is the best example yet of their fakenews bias maga walkaway from the bias and corruption of the left ',TIN
'  what a waste of one short lifeman shrugging light skin toneunited states',TIN
' i am definitely for antifa members getting themselves killed',TIN
'   it says everything when your principles hang on the fraudulent word of a porn performer what integrity have you got left',TIN
' biglylolbigly he didnt wonhe was elected by the people of the united states aholewhat hell are you referring to antifa fools that get their asses kickedvagina hatslol pathetic ass',TIN
'  i am talking about your comment that nick was a fascist   brittany means nothing to me   so like i said are you antifa',TIN
' the facts of the matter are very plain amp basic this has never happened before in recorded history or on other similarly hit islands in the area the fact it happened on donald trumps watch is unsurprising he did not support them he is an abject failure and should be dismissed',TIN
'  no kim you are a failure and your whole life has been',TIN
'   bad people do not obey the law there are many more guns in circulation in north america than there are people gun control is liberal mind masturbation',TIN
' true point  gun control is total bullshit',UNT
' ooooo damn looks like a rainbow all pretty and shit',TIN
'  just like gun control will not keep guns from the hands of criminals',TIN
' why is she under the white hot spotlightshe is the victim of this trump like abusive animal stopkavanaughnow',TIN
' maga= mushrooms are growing again',TIN
'  you are whoring yourself out for nra $$',TIN
' absolutely nfw',UNT
'  you nailed that ass',TIN
'the only reason they call them common sense is because they dont know what they want and are just hopping on the bandwagon maga 2adefenders trumptime ',TIN
'a bitch just be minding her business person tipping hand medium skin toneface with tears of joy',TIN
' another fraud senator from the left',TIN
'  when the abuser projects look in the mirror mark   you are crazy amp angry',TIN
'         so the ar 15 is a fully semi automatic assault rifle  gun control works  and donald trump is racist',TIN
' a dying sport',UNT
'   god forbid construction workers would be able to earn a decent wage liberals want the working class poor and quiet',TIN
' yet this kids in chicago killing each other daily cause u doing so much good in your home state with gun control right',TIN
' i am a survivor of sexual abuse this woman is obviously lying believe me you remember every detail its so obvious these woman only come forward to hurt conservatives but who they truly are hurting is innocent men and women who really have been abused she should be ashamed',UNT
'     do not cancel the vote on kavanaugh do not fall prey to the lying filthy liberals  tell flake to shut up  america is sick of this bs from the left',TIN
' the democrats do not care they are out to destroy does not matter just so they are republicans amp conservatives exclamation question mark',TIN
' a band of liars eric has a big l on his forehead  he is so disgusting  who votes for these people or dont they really  it has to be rigged',TIN
' better call cruz is as slimy a piece of the perverted former gop and a prime example of why those used to be decent republican conservatives  need to  vote for beto',TIN
' joe scarborough still hasnt answered for the young woman that was found dead on his office he is s lying chickenshit',UNT
' you are a bad ass keep fighting for us two hearts',TIN
'   check this ad out super creepy  people are pointing out a disturbing problem with this republican election ad ',TIN
' bitch i know my body is ready face with tears of joy',TIN
'  even kavanaugh said roe v wade is a settled law she is spewing a narrative that does not exist trump also said the same',TIN
'  and we pro americans are embarrassed and sick of you anti america liberals  there are plenty of countries with the lefts ideology already in place move there',TIN
'  why plenty of people have taken a stance in favor of common sense gun control and it doesnt mean jack shit since they dont have a plan for common sense gun control  would it really help to have the asb and asa also spouting empty buzzwords',TIN
' yup fooled antifa threw big ol fire pit rocks at mah truck called the cops said them commies dunnit neat lawyer trick huh ',TIN
' yes as fuck',UNT
'  my face was so close to the concrete bitch i couldve probably stuck my tongue out and lick it',TIN
' bizarre story and more to it once she is charged formally glad she is off the streets and certainly concerned if there are more clueless cops like her out there protecting us',TIN
' elon sometimes opens his mouth only to replace one foot with the other',TIN
' and why do all the issues about pc only focus on liberals what about conservatives on kneeling on fake patriotism or republicans freaking out over an abortion',TIN
'  if obamas lips are moving then he is lying',TIN
'   we are calling you an operative  or shill and more important a bigot for refusing to apologize for your actions to a woman just because she is not a scientologist you wo not even acknowledge what you did or defend or explain it despite how many times it has been asked already',TIN
'expectus to work our asses off for gunsensecandidates   gotv  throwthemout  ',TIN
'  murda fucker',TIN
' yeahhhhh i will admit to being a destiny 1 cayde liker but god they just made him suck in 2',TIN
'         they lie about firearms they call the ar 15 a fully semi automatic assault rifle they push gun control  they say donald trump is racist and hates mexicans  they say he colluded with russia  so yes  they lie',TIN
' and then wana talk shit when you play something they do not know but the song be fire and end up blowing up then later becomes they song man facepalming medium dark skin tone',TIN
' your trash but she would have been  a great coach if you wouldnt listen to zodiac but you are sagittarius you hate to be told what you can or cannot do like the coach from michigan wolverines hshshahhsjjjsjsjs you keep praying  now you hear',TIN
' what i say about being a little pussy and saying shit behind peoples back',TIN
'   you are a sick person',TIN
'  a horrendous act of course conservatives lie like they breath and are just generally awful human beings i do not doubt the victims story even a tiny bit',TIN
'   gun control has everything to do with punishing conservatives',TIN
'    okay thats enough with the a and c shit they dont care and neither should we',TIN
' yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent',TIN
' i dont think at your job is the place to protest perceived police violence or whatever you are protesting if you really cared go to your local pd and protest there  taking a knee at a ballgame on your job doesnt take guts and only makes you look ignorant',UNT
' hopefully she beats the shit out of the chair ump in australia to really show them',TIN
' ill bow out of this one  i was gonna reply  but no matter how i worded it  it sounded liketake the camera and shove it up your ass lol',TIN
' behind bars with a orange jumpsuit for all her crimes dating back to arkansasalong with billy globalist deplorableshe is karma is a bitc  and it needs to call on killary this year for sure  time to pay your dues hillary rodham clintonlucerferian',UNT
' i do not trust kanye right now i might not like that shit',TIN
'shits about to hit the fan maga ',TIN
'  i lost my shit and everyone in class is judging me lmao',TIN
'  and do not forget supplymanagement he has been stubbornly clinging to that that tax it also distorts all of international trade deals just makes life less affordable for the average working family only the liberals',TIN
' yeah andwhat is the point of this article trying to demonize him for meeting with lawyers he has a right to defend his character he also has the right to file a defamation of character case against this woman and sen feinstein democrats liberals are pathetic ridiculous',TIN
' clapping hands light skin tone good job sarcasm also great they have gun control laws it is saving lives more sarcasm',TIN
' dearprofessorford i want you to know that i have zero respect for you amp your antifa style attack on kavanaugh you thought you were going to drop a bomb with your face covered amp blow up a good mans life you have been exposed for the political hack that you are  shame on you',TIN
'  scaramucci cashing in on the donald  taking those blue collar folks for every last penny  lmao at the maga folks  suckers',TIN
' this smells like another funding of george soros follow the money yen banknote trail  that woman most likely never knew judge kavanaugh liberals are running scared because the judge has conservative christians values the man has an impeccable portfolio finestine a dirty politician',TIN
' lokk at july 29 when i said gordon would be cut for drugs and you called me a dipshit',TIN
' fallon is a woosy',TIN
'   we are so far beyond tax returns this crap affects all americans and liberals are too stupid to wake up and understand what is really going on step aside the adults are here to do it',TIN
' the unhinged republican party i have a question why do you want the wall and not gun control in america  when a illegal immigrant does something the unhinged republican party talk about the wall but when a school shooting happens the unhinged republican party is mute',TIN
' beto is a joke',TIN
' everyone knows brown is crazy',TIN
'  look st this bullshit',TIN
' how because they have been brainwashed by obama and the media and they are full of hate for conservatives',TIN
' what happened to your kids  how are they still alive you are a backstabber and a fraud',TIN
'  fuck this  he acted like the father of the girl killed at parkland was a bug  instead of telling us how much he loves these girls he should tell them the truth that he really doesnt give a shit if they are killed by a crazy white guy with an ar 15',TIN
' he is obviously a bitch',TIN
'  you are so correct the democratic party for slavery and pro nazi gun control',TIN
' looks like he is in the middle of shitting his pants must have ate one booger too many',TIN
' as clear as the mud ukgov are dumping off swansea corbyn offers no solutions amp no answers  being non committal on everything amp hoping not being the conservatives will get him elected westminster politics amp government have degenerated so much its no longer fit for purpose',TIN
'                     dont understand your logic anyways this is going nowhere this to me is not acceptable maybe you are ok with it  ',TIN
' i know so upsetting loudly crying faceface with tears of joy',TIN
' you still have not addressed your solution to make schools saferyou just preach more gun controlwhat are your solutions',TIN
'  investigation reveals it is highly probable it is an isis attack worst case scenario a joint isis antifa attack',TIN
'   how about yours chaplain liberals are fools',TIN
' and again you are proving your a dog',TIN
' just read that flaming pile of garbage you wrote and the national review calls an article why are liberals losing their minds when the president is being investigated for collusion with a foreign government why is he nominating anyone for a supreme court appt',TIN
'   they are both governmental issues this lady is mad that the government uses a portion of taxes to support planned parenthood which offers abortions i said if she is really pro life then stop supporting the taxes that help israel kill palestinians kills school children',UNT
' disgusting of the dallas pd to try and find any reason to try and drag this man through the mud just say they can save one of their own when she is 100 in the wrong',TIN
'   oh please every network is reporting this this is bullshit obviously but stop pretending its just fox your political bigotry is showing',TIN
' those idiots are fringe right they are hated by most conservatives',TIN
' bitch what do you mean get it by pristin no',TIN
' its amusing and sickening to watch these scientists twist themselves into knots to justify their gun control agenda gunsense is dishonest  through and through',TIN
'5  most epic moment in 3 sentences  graaawrl wyvern for breakfast guys you are so dumb the healer has to babysit you and fire this shit try of a dragon because of your foolishness also we need to bury the half body of our tank and try to get out his other half from its stomach ',TIN
' liberals are trying to destroy all conservative men  time to criminally charge and jail these liars that try to destroy a man',TIN
' henry is so fucking great and was def my sickkidsinlove inspo and i love him and his death is a problem',TIN
'judicial watch sues for records of fbi 302 interviews with demoted justice department official bruce ohr   tcot maga rednationrising',TIN
' he is a lying stack of shit too',TIN
' i ca not cuz that nigga retarded smh',TIN
'   id point out he is an australian and we dont have free speech like in the us and we do have hate speech laws which people have been convicted under this is skirts it enough to hint and point out but room to deny',TIN
' amazing that the dems are always the ones who hear the whistle',TIN
'  can go straight the crapper i’ll never support another team again',TIN
'                                                  and trump fans are bullies antifa  steve scalise   resists movement   you need to get off cnn and msnbc',TIN
' documents must be getting close to this crook',TIN
' he should be removed with the rest of the islamic invaders',TIN
' you are a bitter hateful woman who is ruining herself ',TIN
'  illinois strict ass gun control lets only the thugs and gang bangers have the guns which means a lot more violence',UNT
' right total ocd right there lol yeahtotally gonna floss that sucker off',TIN
' another falsehood i do not think anyone wants to abolish the 2nd amendment a growing majority want sensible gun control in the form of better background checks and the banning of assault rifles trump will say and do anything to rile his base more snake oil',TIN
' thats it throw race into it again did you forget what happened to all the white women who accused bill clinton of sexual allegations the liberal democrats rallied around him liberals are the most disgusting disgraceful human beings that god created',TIN
'kanye been cancel the moment he said slavery a choice and rock a maga hat imwithsnoop',UNT
'  you are sick in the head this man lost his daughter',TIN
'      fuck if i fry with no money imagine if there was',UNT
' playing dirty is the only way liberals can win at this point  they are shameless',TIN
' i cant believe he didnt work in comet pizza now that alex jones is muted these conservatives are so lost',TIN
' one thing is for surewe know she did not write the op ed as she is dumber than a bucket of rocks',TIN
' frenkenstien needs to pay every dime backshe has stolen from the american people she is a disgrace to the senate and the people',TIN
' on a scale from 1 to 10  how much did you laugh to there is no excuse besides that he is just plain shit ',TIN
'  the fact that newsweek no longer tries to give both sides of the story but instead only gives the side of antifa far left liberals and their gods in the deepstatepanic   take a look at newsweek circulation they do not even have enough readers to put out a print edition anymore',TIN
'  i let it go when you said  we can take away their ammo when talking about gun control i said  maybe she just blurted that out  didnt mean it but you are proving to be a leftist thats fine  i can still like you  but i dont trust you anymore',TIN
' hes a liar',TIN
'  hollywood and media make jokes about jesus and christians and think thats hilarious but turn every innocent joke conservatives tell in to an outrage typical of reprobates',TIN
' legit just lold shit is funny asf',UNT
' fuck yeah',UNT
' hes probably referring to the fact that we started with henderson whos is apparently shit and sturridge who was apparently finished years ago i mean like how could we possibly win with those two on the field face with tears of joyface with tears of joy',TIN
'  you are lying again the public doesnt trust you anymore',TIN
' either she is misinformed or has no shame i am going with she has no shame',TIN
' another overdose nigga',TIN
' as libertarian all this shows me is how ugly and divisive the two party system is liberals are actually a lot uglier all straight men need to leave the democratic party a party of men hatred leave',TIN
'  great book by leo zagami  pope francis  the last pope details the breathtaking corruption and evil forces that have been controlling the vatican for decades',TIN
' i hate him im so fucking sorry',UNT
'  i can just hear the trumpsters now crowing that we liberals loved jane fonda and supported draft dodgers i grew up in those times i was against the war but knew fonda had gone too far and was wrong i supported those who burned their draft cards and those who served',TIN
' myyy nigga raised fist medium dark skin tone',TIN
'   lindsey sean hannity talks to an echo chamber simply to hear himself  he is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience  he really is a laughable fool for trump',TIN
' because what every lie you are telling if it happened when you were children the guy is a man and i clearly dont believe shit like that happened its just another stall tactic by the liberals',TIN
'     me thinks youre full of shit',TIN
' and  you need to find this lady do your thing she is a terrorist waiting to strike ',TIN
'rssreachesout now its open to everyone who really is intolerant shame on these psuedo liberals',TIN
'  if this yutz was any dumber shed have to be watered twice a week',TIN
'hollywood  is filled with satanists  and  pedos you have the nerve to mock jesus and conservatives see you lowlifes on the unemployment line ',TIN
'  something do not seem right about this all year long massive shootings and talk about gun control makes me think the government is behind this crap ',TIN
' he is bafoonicus ',TIN
'   never going to happen not in a million years not unless soros hires a bunch of antifa punks to pretend to be vets',TIN
' jose ramirez because he is doing it all stealing hitting for average hitting homers doubles and playing good defense and definitely blake snell for cy young just look at his numbers hes like the jacob degrom of the al',UNT
'  who in the hell does she think she is acussed does not mean guilty a women accused a man that man judgekavanaugh has a voice and has a right to clear his name she needs to zipitzipper mouth face',TIN
' today collins is back with another excuse to vote yes  its all disgusting every gop rep can see what he is  they wont stop working against the common man         ',TIN
' good shit',UNT
' anyone else think she is a lying opportunist  yeahmetoo',TIN
' bullshit people died because of an incompetent government in puerto rico and you can start with that mayor stop lying gutierrez',TIN
' is really that bitch wow',TIN
'  i dimly remember an econ theory that might apply to chicago what was it  guns and butt hurt',TIN
'   whataboutism is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy',TIN
'  america is being destroyed by our president he is a cancer to democracy that is what is sad',TIN
'   im sure shes worried give me a break dana is doing a job you know where u make a living and pay for your own healthcare etc you dirt bags that dont even shower crying about gun control should try it',TIN
' billy bargain thumbs up',TIN
'  100 the death threats thing is disgusting the party of family values says antifa are so dangerous or any resistance group has kavanaugh and family had death threats inquiring minds want to know',TIN
'  bit of a celebrityface with tears of joyface with tears of joyface with tears of joy my ass',UNT
'  if isaac is 67 now how fucking tall is that guy behind you my dude',TIN
'  so im not sure she is a woman for one mostly men throw out insults like that to each other or mean ugly feminist cat women with penis envy',TIN
' poor triggered snowflake maga',TIN
' he is one crazy  person',TIN
' conservatives the trailer trash party of canada',TIN
'  its ashame that republican party dont do anything about gun control after all these people have been killed for no reason its ashame that republican party dont do anything about cop killing the republicans are trying to distract america',TIN
'   kwasia does ur shatta wale even have a career to start with  idiothis reign album hype seff dey zero  as if he is not about to release an album face with tears of joyface with tears of joyface with tears of joyman facepalming medium light skin toneman facepalming medium light skin tone hype no yh vim zero',TIN
'     you are a fool  denying ones free speech is deny all of our free speech',TIN
' c amon brah go finish your mother fucking apple cider beer and shut the fuck up adults are trying to have some fun on twitter middle finger medium skin toneface with tears of joymiddle finger medium skin tone ',TIN
' shes a liberal professor dog always spewing her hatred against us conservatives youre going to hell with the rest of the sleaze bags',TIN
' hope they bankrupt soon',TIN
'  strong characterstrong character anybody as bitter as she is for being a sore loser has no character',TIN
'     because he is a scummy human being',TIN
'stop sign ntknetwork news stop sign backhand index pointing right senate set to pass bipartisan bill to combat opioids magaunited states2a prolife ',TIN
'  he is such a con apparently finds are running lowsmirking face',TIN
' why would he order cohen to print more money  its amazing how bad you are at this  or are you just dishonest and purposefully spreading fake news',TIN
' she is so dumb and clueless pushing a pipe dream what fools they are that put her in office sad foxnews socialismsucks',TIN
' this c is back liberals are shortsighted aka stupid  crying wolf is a favor to all of those past and future victims of rape and assault  like i said  stupid',TIN
' carrey is a sick man',TIN
' eric holderglobalist  evil personified',TIN
'  she is a lying leftist',TIN
' what death threats antifa is not sitting outside her house like they have with republicans why did she scrub all her social media',TIN
' gutierrez you are such a liar that all you guys are good for',TIN
' hi sexy',TIN
' good lird she is a disgusting representation of a human being',TIN
' it really is my abs are lot more defined but i miss lifting heavy ass weight thank you girl',UNT
' nigga you are about to lose',TIN
'   yes  american women are waitingto be allowed to continue slaughtering babies  mao  stalin and hitler all killed babies too  liberals are pathetic  whiney  crooked  yet  say  we are for the children  except they slaughter babies',TIN
' maybe we do need gun control lefties can not handle the responsibility',UNT
' hes got his wee fake tap fae turkey on to prove how loyal he is',TIN
'  unleashed  no your lowliness  its the beginning on an exorcism against the evil in the body of christ known as the leaders of the catholic church',UNT
'what if i told you theres a group in israel amp in america that has been controlling us foreign policiy for decades using spie lies amp quasi blackmail schemes would you believe me maga americafirst  the   ',TIN
'   gun control mgk diss  via   fucking new em would not let the shit slide he was playin wit da kid ',TIN
' he drew the saw because the marker was in his left hand which is connected to his right brain which is connected to his left eye which saw the saw his right eye which is connected to his left brain saw the hammer psyc1101',TIN
' he is gay he is a sick pervert he gets on my nerves',TIN
'  i want to see this corrupt bitch in gitmo for her birthday ',TIN
' anita hill wasca liar then and she is a liar now',TIN
' how to develop their competitive skills and social skills in home schoolingas my child too complain abt bullying and unjust behaviour of teachers since she is super active',TIN
'97 of americans want a form of gun control 62 of americans want the government to protect the environment 75 of americans say immigration is a good thing amp 100 of americans believe that hotdogs belong in the crusts of pizzas amp if the italians dont like it they can suck it',TIN
' but mr john kerry potus is getting the job done in spite of democrats like you who groveled to the iranian mullah and tried to buy him off with pallets of cash amp releasing frozen funds you amp obama crooked deal has helped fund terrorism worldwide take a walk inthe woods w hrc',TIN
' according the gore hurricane hazel in 1955 was trumps fault and all the typhoons cyclones and hurricanes are all trumps fault   and trump colluded   with god to defeat hillary   all true',TIN
' you are that mean ass cousin we all hate lol',TIN
'   we do know she belongs to the violent liberal antifa party who w  their kkk hoods beat up total strangers amp are funded to do so by her party most violent amp corrupt party trying to now pour on the tears amp get us to believe they have a heart hard sell to anyone including voters',TIN
'                                                  now you touched visa matas raw nerve by saying modi for 2019 thats why she may block you soon  she is having wild wet dream of being pm after modi fail to get full majority in 2019  please dont wake her up from her dream of bhajpaa getting 160 seat in 2014',TIN
'  he is not a dalit or a muslim no need to remember',TIN
'all this is bs ford is lyingthis has everything to do with delaying the vote maga confirmkavanaughnow potus ',TIN
'      dont forget this is trumps fault just like how he is colluding to make the hurricanes worst they forgot to tell us how this hurricane was also trumps fault',TIN
'  as if politically correct speech and gun control laws are not attacks on the constitution your hypocrisy is showing',TIN
' go to la casa de las micheladas they have some crazy ass ones',TIN
' breitbart must be hacked your headline says it all',TIN
'  he is a man who allowed the wife of one of his coaches to be abused for years while he covered it up and threw everyone including his own wife under the bus to help himself when all of his lies he never thought anyone would knowcame out he is a total pos',TIN
' plenty of ppl work a full shift and still manage to find their way home correctly this bullshit is not flying with the public',UNT
' ohh shit frowning face with open mouth',TIN
'  liberals do not give a sht they have no souls',TIN
'  see as he thick a bad bitch',TIN
' you might as well go to your walmart cashier to get info on nuclear fusion as go to nbc for gun info with the crap the media feeds these empty brains its no wonder we have gun control cultists and universal background checks gunsense guncontrolnow guncontrol',TIN
' fuck the wall more american white or black men kill way more than any immigrant gun control would help way more',TIN
' ca has always been blue and so have i you dont seem to be doing very much except helping yourself like my neighbors you are a champagne socialist',TIN
'   sensible gun control can only help mentally unstable people should not have guns people with restraining orders should not have guns no one needs a gun with a magazine more than 5 6 rounds unless the zombie apocalypse happens',TIN
' the reason you do not have a wife is because you are an ass',TIN
' dumb kid',TIN
'  corey booker try to finger blast my ass as a teenager maga walkaway ',TIN
'   means nothing your always so dramatic and none of your promises ever come true not sure why i still follow you im starting to realize you are full of crap',TIN
' you are cuter tha me shhhh',TIN
' rep maxine waters has been threatening violence on you the president and vise president how come she is permitted to do this is the doj and washington capital police sleeping why are all democrats above the law this is a crime ',TIN
'6 7  drunk 17 year old tell us little about his character as 53 year old  let alone about his competency as a jurist  but it seems a tad more likely that conservatives are merely clarifying  yet again  that law and order means using the law to reinforce a social order',TIN
'    is anti gop he is part of the trump party and he is hoping for a pardon for ripping off hard working americans',TIN
' beautiful and sexy smiling face with heart eyesface blowing a kiss',TIN
'   no i do not know that nor do youin fact a claim like that is bullshit imagine if we had never enacted clean air regulations years ago in the usbut wait you do not have to imaginejust look at the air quality in china that what pisses me off about you conservatives',TIN
'   no shes not she is looking for a job by being controversal she is very bitter',TIN
' griffin thinks she is funny but shes not shes a disgusting pig',TIN
'  regarding the story i think im going to kill the president  why is it reporters never follow up on how a convicted felon could obtain  in this case  6 guns whats the police doing about  or would that bring light to the gun control issue bias',TIN
' a whore mayor stealing the money and funded by dems to bash potus wtf is the country doing with a 1960s power grid god knows theres enough $$ to replace it',TIN
' it is like saying you are pale you live in the north pole bitchass dipfuck',TIN
' no it is because you are a horrible personface vomitingface vomitingface vomitingface vomiting',TIN
'  even her brother thinks she is a monster ',UNT
' he hit the lotto',TIN
' where is the gun control crowd now that illegal immigrants are waltzing into our country heavily armed',TIN
' this is why women lose their credibility  she was empowered ohhhh me too these women and liberals have high jacked the movement for women who really have been abused disgusting',TIN
'  liberals mock president trumps skin color and decapitated his likeness they also threaten his family even baron',TIN
'    so he is misogynistic cause his opinion is different i guess that makes you a bigot',TIN
' death to jeremy corbin by any means necessary zany facethumbs up',TIN
' and if youre in antifa you are one of them shit for brains here worship your queen she needs her toe cheese licked out ',TIN
'  do you know what flanking and muscle flashing is with an ar15 educate yourself and close that c•€k hol+€ryou dont know why u r talking aboutpouting facepouting facepouting facepouting face',TIN
'  i agree he is very intelligent and i like the latest policy of a sovereign wealth fund   something ive long supported but he just doesnt cut through someone like jo swinson would get the party more air time imo',TIN
' disappointed in taylor serena was wrong do not use your gender to be disrespectful serena should apologize to the winner amp ref',TIN
' they are abso shite quality tho',TIN
' so dissapointing this guy is the biggest hypocrite in the country embarrassing that he is our senator',TIN
' no prison time for you youre going to get mccain ed   face with tears of joyrolling on the floor laughingface with tears of joy            deathpenalty  treason  pedogate maga qanon',TIN
'it will be hard to believe any female accusersever againespecially liberals who lie for personal and political gain ',TIN
' ummm   you are one of those people that should not be there  face with tears of joy',TIN
' idk u too well but that must be a fuckin delicious corn chip that someone misses dearly',UNT
' she is so damn cute def with the facial expressions',TIN
' hes beyond moron',TIN
' its interesting to see the hypocrisy with these liberals when last year it was discovered that there was a hush fund for congressional  sexual scandals while working for the government',TIN
' lyingliberals as usual put a republican in charge down there and see how quickly things improve hurricanemaria pulled the veil off of liberals keeping people in poverty so they can stay in power promising a brighter day',UNT
' not even close to what happened she is a liar and deflecting how idiotic her actions on the court looked',TIN
' i dont believe shes even getting death threats conservatives dont roll that way plus her amp her attorneys bankroll is soros',TIN
' dam white slave owners',TIN
' who will abuse it the most liberals or rinos',TIN
' oppression we need to start a movement   could be worse they could be antifa dogs ',TIN
' kurt liberals are obsessed with seeing the presidents disgusting penis they fantasize about being in the room with his horrible hog [sweating] they cant stop thinking about that mushroom capped member [visibly erect]',TIN
'kavanaugh issues more detailed response  confirms the view that he deserves an opportunity to defend his reputation this is a completely false allegation i have never done anything like what the accuser describes to her or to anyone ',TIN
'    shitt on pitt   perfect for wiping the seat ',TIN
' the show must go on we must have crazy liberals screaming and throwing a tantrum inside of that courtroom if they let these same animals in as they did during the hearings this is just going to be another circus',TIN
' i am breaking all the rules for running as a democrat by speaking about sensible gun control a woman at marchforourlives told me how ga lax gun laws allowed her daughter to kill herself before she could intervene amp begged me to change the laws we can win ',UNT
' omfg face with tears of joy',TIN
' just saw your algae commercial blaming  that pretty rich considering you are the gov and have done zero zip and now you want to be senator of fl',TIN
' oh that racist big lips big butt big nose that does not even look like her also she is about 100 pounds to big it also creates the image of the typical black woman with attitude  it is so racist ',TIN
' just because his best stats season was at 34 does not mean he is the greatest pl midfielder rolling on the floor laughing fuck off',TIN
' dumb ass  wear a helmet next game',TIN
' it is going to suck with any rating venom without the spiderman origin is not really venom this is just a sony cash grab',UNT
'just imagine the tyranny we’d be living under had these leftwing tryants waging war on us and our duly elected president and the american republic itself gained tyrannical control of the us supreme court the neocon nevertrump crew was trying to deliver to them  maga united states',UNT
' lol shit i just said this on your other tweet face with tears of joyface with tears of joy',TIN
' i knew you were not a real republican committed to your party you need to leave get out now you are a disgrace to every republican conservative member who work towards solutions and does not constantly diminish the potus quit already',TIN
'  which some fantasy gun ban you are rolling over in your mind would prevent    gun control is evil misspelled  ',UNT
' haha you try so hard to be condescending but im sure you and stormy can relate but you are correct on how sad trump really is old man literally owns the viagra company jokes on you kid ',TIN
' the transparency of their acts furthers the myth that all women are victims some truly are but these crazed liberals would not know one if they saw one in the end their hubris will hurt the real women that really need help',TIN
'   and civil rights  like the right to kill your own child transcending a childs right to lifefrom the same people that insist on more stringent gun control laws to save the lives of children let that sink in',TIN
'  ikr riding trainer have fun running to lower rear backwoodsistan fucker',TIN
' they been had open world spider man games tho we need a avengers game with all of them niggas',UNT
'  why dont they want health care why do they want rich people to pay less taxes why dont they care about the deficit why dont they want any gun control why are they so afraid of immigrants why are they so full of hate when they control all branches of government why',TIN
'same here but the more he talks the dumber he looks wwgiwga maga ',TIN
'  shove it the view you are the most despicable show on tv and like everyone always says who watches these bimbos',UNT
' feel sorry for the voters no good choice pig face',TIN
'  what does juan contribute on fox we all know which side of the fence he plays on pretty much know what he is going 2 say listening 2 him is like watching paint dry i have better thgs 2 doangry facenauseated face',TIN
' leftist collusion prescreening party',TIN
' shortys dad taught him eveything about   pussygrabbing sexual assault  trump family time  maga girls have to stay silent ',TIN
'   especially those who play the good religious boy routine as 80 of their job interview seriously  imagine pulling that crap in a job interview amp then imagine   interview for supreme court justice  kav spends way too much time talking about how pure he is',TIN
' oh fuck yeah',TIN
' what an empty soul you have',TIN
' go away my child you are so boring that you cant even entertain a doubtpile of poopile of poopig facepig face',TIN
'  nobody cares about paid protesters the capitol police need to get a hold on them lock them up',TIN
' no nigga',UNT
'   she is a journalist and spreads fake info about painting of shree krishnaji why people forget ligic amp professionalism when they try to be secular do not tear our religious books to prove your stupidity fight your cause with moral means ',TIN
'                    jaws v when jaws jaws back   starring kurt chiselchest and lorna buxom  whud i win  it better not be one of them laser swordsjess will b jealous',TIN
'is anyone surprised that a president who would commit treason with russia to get elected would pick a rapist for the supreme courtmondaymotivation deplorables maga marinesagainsttrump kavano bluewave2018 postponethevote kavanaugh stopkavanaugh',TIN
'   that sucks have plans  you should team up with lemons',TIN
'   fucking glory hunters',TIN
' you would cant fix stupid  maga qanon thursdaythoughts drainthedeepstate thankfulthursday wwg1wga walkaway',TIN
'    i knew we would find out that this is all the liberals’ fault face with rolling eyes',TIN
' what the earthy fuck is racket abuse  a fake ass penalty have you ever put down the donuts and watched a mens match',UNT
