@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_c {"OTH", "IND", "GRP"}

@data
'                     dont understand your logic anyways this is going nowhere this to me is not acceptable maybe you are ok with it  ',IND
' i know so upsetting loudly crying faceface with tears of joy',IND
' you still have not addressed your solution to make schools saferyou just preach more gun controlwhat are your solutions',IND
'  investigation reveals it is highly probable it is an isis attack worst case scenario a joint isis antifa attack',OTH
'   how about yours chaplain liberals are fools',GRP
' and again you are proving your a dog',IND
' just read that flaming pile of garbage you wrote and the national review calls an article why are liberals losing their minds when the president is being investigated for collusion with a foreign government why is he nominating anyone for a supreme court appt',IND
' disgusting of the dallas pd to try and find any reason to try and drag this man through the mud just say they can save one of their own when she is 100 in the wrong',IND
'   oh please every network is reporting this this is bullshit obviously but stop pretending its just fox your political bigotry is showing',OTH
' those idiots are fringe right they are hated by most conservatives',GRP
' bitch what do you mean get it by pristin no',IND
' its amusing and sickening to watch these scientists twist themselves into knots to justify their gun control agenda gunsense is dishonest  through and through',IND
'5  most epic moment in 3 sentences  graaawrl wyvern for breakfast guys you are so dumb the healer has to babysit you and fire this shit try of a dragon because of your foolishness also we need to bury the half body of our tank and try to get out his other half from its stomach ',IND
' liberals are trying to destroy all conservative men  time to criminally charge and jail these liars that try to destroy a man',GRP
' henry is so fucking great and was def my sickkidsinlove inspo and i love him and his death is a problem',IND
'judicial watch sues for records of fbi 302 interviews with demoted justice department official bruce ohr   tcot maga rednationrising',OTH
' he is a lying stack of shit too',IND
' i ca not cuz that nigga retarded smh',GRP
'   id point out he is an australian and we dont have free speech like in the us and we do have hate speech laws which people have been convicted under this is skirts it enough to hint and point out but room to deny',OTH
' amazing that the dems are always the ones who hear the whistle',IND
'  can go straight the crapper i’ll never support another team again',OTH
'                                                  and trump fans are bullies antifa  steve scalise   resists movement   you need to get off cnn and msnbc',GRP
' documents must be getting close to this crook',IND
' he should be removed with the rest of the islamic invaders',GRP
' you are a bitter hateful woman who is ruining herself ',IND
' right total ocd right there lol yeahtotally gonna floss that sucker off',IND
' another falsehood i do not think anyone wants to abolish the 2nd amendment a growing majority want sensible gun control in the form of better background checks and the banning of assault rifles trump will say and do anything to rile his base more snake oil',IND
' thats it throw race into it again did you forget what happened to all the white women who accused bill clinton of sexual allegations the liberal democrats rallied around him liberals are the most disgusting disgraceful human beings that god created',GRP
'  you are sick in the head this man lost his daughter',IND
' playing dirty is the only way liberals can win at this point  they are shameless',GRP
' i cant believe he didnt work in comet pizza now that alex jones is muted these conservatives are so lost',GRP
' one thing is for surewe know she did not write the op ed as she is dumber than a bucket of rocks',IND
' frenkenstien needs to pay every dime backshe has stolen from the american people she is a disgrace to the senate and the people',IND
' on a scale from 1 to 10  how much did you laugh to there is no excuse besides that he is just plain shit ',IND
'  the fact that newsweek no longer tries to give both sides of the story but instead only gives the side of antifa far left liberals and their gods in the deepstatepanic   take a look at newsweek circulation they do not even have enough readers to put out a print edition anymore',GRP
'  i let it go when you said  we can take away their ammo when talking about gun control i said  maybe she just blurted that out  didnt mean it but you are proving to be a leftist thats fine  i can still like you  but i dont trust you anymore',OTH
' hes a liar',IND
'  hollywood and media make jokes about jesus and christians and think thats hilarious but turn every innocent joke conservatives tell in to an outrage typical of reprobates',OTH
' hes probably referring to the fact that we started with henderson whos is apparently shit and sturridge who was apparently finished years ago i mean like how could we possibly win with those two on the field face with tears of joyface with tears of joy',OTH
'  you are lying again the public doesnt trust you anymore',IND
' either she is misinformed or has no shame i am going with she has no shame',IND
' another overdose nigga',IND
' as libertarian all this shows me is how ugly and divisive the two party system is liberals are actually a lot uglier all straight men need to leave the democratic party a party of men hatred leave',GRP
'  great book by leo zagami  pope francis  the last pope details the breathtaking corruption and evil forces that have been controlling the vatican for decades',IND
'  i can just hear the trumpsters now crowing that we liberals loved jane fonda and supported draft dodgers i grew up in those times i was against the war but knew fonda had gone too far and was wrong i supported those who burned their draft cards and those who served',IND
' myyy nigga raised fist medium dark skin tone',GRP
'   lindsey sean hannity talks to an echo chamber simply to hear himself  he is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience  he really is a laughable fool for trump',IND
' because what every lie you are telling if it happened when you were children the guy is a man and i clearly dont believe shit like that happened its just another stall tactic by the liberals',OTH
'     me thinks youre full of shit',IND
' and  you need to find this lady do your thing she is a terrorist waiting to strike ',IND
'rssreachesout now its open to everyone who really is intolerant shame on these psuedo liberals',OTH
'  if this yutz was any dumber shed have to be watered twice a week',IND
'hollywood  is filled with satanists  and  pedos you have the nerve to mock jesus and conservatives see you lowlifes on the unemployment line ',GRP
'  something do not seem right about this all year long massive shootings and talk about gun control makes me think the government is behind this crap ',OTH
' he is bafoonicus ',IND
'   never going to happen not in a million years not unless soros hires a bunch of antifa punks to pretend to be vets',IND
'  who in the hell does she think she is acussed does not mean guilty a women accused a man that man judgekavanaugh has a voice and has a right to clear his name she needs to zipitzipper mouth face',GRP
' today collins is back with another excuse to vote yes  its all disgusting every gop rep can see what he is  they wont stop working against the common man         ',IND
' anyone else think she is a lying opportunist  yeahmetoo',IND
' bullshit people died because of an incompetent government in puerto rico and you can start with that mayor stop lying gutierrez',IND
' is really that bitch wow',IND
'  i dimly remember an econ theory that might apply to chicago what was it  guns and butt hurt',IND
'   whataboutism is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy',GRP
'  america is being destroyed by our president he is a cancer to democracy that is what is sad',IND
'   im sure shes worried give me a break dana is doing a job you know where u make a living and pay for your own healthcare etc you dirt bags that dont even shower crying about gun control should try it',IND
' billy bargain thumbs up',IND
'  100 the death threats thing is disgusting the party of family values says antifa are so dangerous or any resistance group has kavanaugh and family had death threats inquiring minds want to know',GRP
'  if isaac is 67 now how fucking tall is that guy behind you my dude',IND
'  so im not sure she is a woman for one mostly men throw out insults like that to each other or mean ugly feminist cat women with penis envy',GRP
' poor triggered snowflake maga',IND
' he is one crazy  person',IND
' conservatives the trailer trash party of canada',GRP
'  its ashame that republican party dont do anything about gun control after all these people have been killed for no reason its ashame that republican party dont do anything about cop killing the republicans are trying to distract america',OTH
'   kwasia does ur shatta wale even have a career to start with  idiothis reign album hype seff dey zero  as if he is not about to release an album face with tears of joyface with tears of joyface with tears of joyman facepalming medium light skin toneman facepalming medium light skin tone hype no yh vim zero',IND
'     you are a fool  denying ones free speech is deny all of our free speech',IND
' c amon brah go finish your mother fucking apple cider beer and shut the fuck up adults are trying to have some fun on twitter middle finger medium skin toneface with tears of joymiddle finger medium skin tone ',GRP
' shes a liberal professor dog always spewing her hatred against us conservatives youre going to hell with the rest of the sleaze bags',IND
' hope they bankrupt soon',OTH
'  strong characterstrong character anybody as bitter as she is for being a sore loser has no character',IND
'     because he is a scummy human being',IND
'stop sign ntknetwork news stop sign backhand index pointing right senate set to pass bipartisan bill to combat opioids magaunited states2a prolife ',GRP
'  he is such a con apparently finds are running lowsmirking face',IND
' why would he order cohen to print more money  its amazing how bad you are at this  or are you just dishonest and purposefully spreading fake news',IND
' she is so dumb and clueless pushing a pipe dream what fools they are that put her in office sad foxnews socialismsucks',IND
' this c is back liberals are shortsighted aka stupid  crying wolf is a favor to all of those past and future victims of rape and assault  like i said  stupid',IND
' carrey is a sick man',IND
' eric holderglobalist  evil personified',IND
'  she is a lying leftist',IND
' what death threats antifa is not sitting outside her house like they have with republicans why did she scrub all her social media',IND
' gutierrez you are such a liar that all you guys are good for',IND
' hi sexy',IND
' good lird she is a disgusting representation of a human being',IND
' nigga you are about to lose',IND
'   yes  american women are waitingto be allowed to continue slaughtering babies  mao  stalin and hitler all killed babies too  liberals are pathetic  whiney  crooked  yet  say  we are for the children  except they slaughter babies',GRP
' hes got his wee fake tap fae turkey on to prove how loyal he is',OTH
'what if i told you theres a group in israel amp in america that has been controlling us foreign policiy for decades using spie lies amp quasi blackmail schemes would you believe me maga americafirst  the   ',IND
'   gun control mgk diss  via   fucking new em would not let the shit slide he was playin wit da kid ',IND
' he drew the saw because the marker was in his left hand which is connected to his right brain which is connected to his left eye which saw the saw his right eye which is connected to his left brain saw the hammer psyc1101',IND
' he is gay he is a sick pervert he gets on my nerves',IND
'  i want to see this corrupt bitch in gitmo for her birthday ',IND
' anita hill wasca liar then and she is a liar now',IND
' how to develop their competitive skills and social skills in home schoolingas my child too complain abt bullying and unjust behaviour of teachers since she is super active',GRP
'97 of americans want a form of gun control 62 of americans want the government to protect the environment 75 of americans say immigration is a good thing amp 100 of americans believe that hotdogs belong in the crusts of pizzas amp if the italians dont like it they can suck it',OTH
' but mr john kerry potus is getting the job done in spite of democrats like you who groveled to the iranian mullah and tried to buy him off with pallets of cash amp releasing frozen funds you amp obama crooked deal has helped fund terrorism worldwide take a walk inthe woods w hrc',IND
' according the gore hurricane hazel in 1955 was trumps fault and all the typhoons cyclones and hurricanes are all trumps fault   and trump colluded   with god to defeat hillary   all true',IND
' you are that mean ass cousin we all hate lol',IND
'   we do know she belongs to the violent liberal antifa party who w  their kkk hoods beat up total strangers amp are funded to do so by her party most violent amp corrupt party trying to now pour on the tears amp get us to believe they have a heart hard sell to anyone including voters',IND
'                                                  now you touched visa matas raw nerve by saying modi for 2019 thats why she may block you soon  she is having wild wet dream of being pm after modi fail to get full majority in 2019  please dont wake her up from her dream of bhajpaa getting 160 seat in 2014',IND
'  he is not a dalit or a muslim no need to remember',IND
'all this is bs ford is lyingthis has everything to do with delaying the vote maga confirmkavanaughnow potus ',IND
'      dont forget this is trumps fault just like how he is colluding to make the hurricanes worst they forgot to tell us how this hurricane was also trumps fault',IND
'  as if politically correct speech and gun control laws are not attacks on the constitution your hypocrisy is showing',IND
' go to la casa de las micheladas they have some crazy ass ones',IND
' breitbart must be hacked your headline says it all',IND
'  he is a man who allowed the wife of one of his coaches to be abused for years while he covered it up and threw everyone including his own wife under the bus to help himself when all of his lies he never thought anyone would knowcame out he is a total pos',IND
' ohh shit frowning face with open mouth',IND
'  liberals do not give a sht they have no souls',OTH
'  see as he thick a bad bitch',IND
' you might as well go to your walmart cashier to get info on nuclear fusion as go to nbc for gun info with the crap the media feeds these empty brains its no wonder we have gun control cultists and universal background checks gunsense guncontrolnow guncontrol',OTH
' fuck the wall more american white or black men kill way more than any immigrant gun control would help way more',GRP
' ca has always been blue and so have i you dont seem to be doing very much except helping yourself like my neighbors you are a champagne socialist',IND
'   sensible gun control can only help mentally unstable people should not have guns people with restraining orders should not have guns no one needs a gun with a magazine more than 5 6 rounds unless the zombie apocalypse happens',GRP
' the reason you do not have a wife is because you are an ass',IND
' dumb kid',IND
'  corey booker try to finger blast my ass as a teenager maga walkaway ',IND
'   means nothing your always so dramatic and none of your promises ever come true not sure why i still follow you im starting to realize you are full of crap',IND
' you are cuter tha me shhhh',IND
' rep maxine waters has been threatening violence on you the president and vise president how come she is permitted to do this is the doj and washington capital police sleeping why are all democrats above the law this is a crime ',GRP
'6 7  drunk 17 year old tell us little about his character as 53 year old  let alone about his competency as a jurist  but it seems a tad more likely that conservatives are merely clarifying  yet again  that law and order means using the law to reinforce a social order',IND
'    is anti gop he is part of the trump party and he is hoping for a pardon for ripping off hard working americans',IND
' beautiful and sexy smiling face with heart eyesface blowing a kiss',IND
'   no i do not know that nor do youin fact a claim like that is bullshit imagine if we had never enacted clean air regulations years ago in the usbut wait you do not have to imaginejust look at the air quality in china that what pisses me off about you conservatives',GRP
'   no shes not she is looking for a job by being controversal she is very bitter',IND
' griffin thinks she is funny but shes not shes a disgusting pig',IND
'  regarding the story i think im going to kill the president  why is it reporters never follow up on how a convicted felon could obtain  in this case  6 guns whats the police doing about  or would that bring light to the gun control issue bias',IND
' a whore mayor stealing the money and funded by dems to bash potus wtf is the country doing with a 1960s power grid god knows theres enough $$ to replace it',IND
' it is like saying you are pale you live in the north pole bitchass dipfuck',IND
' no it is because you are a horrible personface vomitingface vomitingface vomitingface vomiting',IND
' he hit the lotto',IND
' where is the gun control crowd now that illegal immigrants are waltzing into our country heavily armed',GRP
' this is why women lose their credibility  she was empowered ohhhh me too these women and liberals have high jacked the movement for women who really have been abused disgusting',GRP
'  liberals mock president trumps skin color and decapitated his likeness they also threaten his family even baron',GRP
'    so he is misogynistic cause his opinion is different i guess that makes you a bigot',IND
' death to jeremy corbin by any means necessary zany facethumbs up',IND
' and if youre in antifa you are one of them shit for brains here worship your queen she needs her toe cheese licked out ',IND
'  do you know what flanking and muscle flashing is with an ar15 educate yourself and close that c•€k hol+€ryou dont know why u r talking aboutpouting facepouting facepouting facepouting face',IND
'  i agree he is very intelligent and i like the latest policy of a sovereign wealth fund   something ive long supported but he just doesnt cut through someone like jo swinson would get the party more air time imo',IND
' disappointed in taylor serena was wrong do not use your gender to be disrespectful serena should apologize to the winner amp ref',IND
' they are abso shite quality tho',GRP
' so dissapointing this guy is the biggest hypocrite in the country embarrassing that he is our senator',IND
' no prison time for you youre going to get mccain ed   face with tears of joyrolling on the floor laughingface with tears of joy            deathpenalty  treason  pedogate maga qanon',IND
'it will be hard to believe any female accusersever againespecially liberals who lie for personal and political gain ',GRP
' ummm   you are one of those people that should not be there  face with tears of joy',IND
' she is so damn cute def with the facial expressions',IND
' hes beyond moron',IND
' its interesting to see the hypocrisy with these liberals when last year it was discovered that there was a hush fund for congressional  sexual scandals while working for the government',OTH
' not even close to what happened she is a liar and deflecting how idiotic her actions on the court looked',IND
' i dont believe shes even getting death threats conservatives dont roll that way plus her amp her attorneys bankroll is soros',IND
' dam white slave owners',GRP
' who will abuse it the most liberals or rinos',GRP
' oppression we need to start a movement   could be worse they could be antifa dogs ',GRP
' kurt liberals are obsessed with seeing the presidents disgusting penis they fantasize about being in the room with his horrible hog [sweating] they cant stop thinking about that mushroom capped member [visibly erect]',OTH
'kavanaugh issues more detailed response  confirms the view that he deserves an opportunity to defend his reputation this is a completely false allegation i have never done anything like what the accuser describes to her or to anyone ',IND
'    shitt on pitt   perfect for wiping the seat ',IND
' the show must go on we must have crazy liberals screaming and throwing a tantrum inside of that courtroom if they let these same animals in as they did during the hearings this is just going to be another circus',GRP
' omfg face with tears of joy',GRP
' just saw your algae commercial blaming  that pretty rich considering you are the gov and have done zero zip and now you want to be senator of fl',IND
' oh that racist big lips big butt big nose that does not even look like her also she is about 100 pounds to big it also creates the image of the typical black woman with attitude  it is so racist ',IND
' just because his best stats season was at 34 does not mean he is the greatest pl midfielder rolling on the floor laughing fuck off',IND
' dumb ass  wear a helmet next game',IND
' lol shit i just said this on your other tweet face with tears of joyface with tears of joy',IND
' i knew you were not a real republican committed to your party you need to leave get out now you are a disgrace to every republican conservative member who work towards solutions and does not constantly diminish the potus quit already',IND
' haha you try so hard to be condescending but im sure you and stormy can relate but you are correct on how sad trump really is old man literally owns the viagra company jokes on you kid ',IND
' the transparency of their acts furthers the myth that all women are victims some truly are but these crazed liberals would not know one if they saw one in the end their hubris will hurt the real women that really need help',GRP
'   and civil rights  like the right to kill your own child transcending a childs right to lifefrom the same people that insist on more stringent gun control laws to save the lives of children let that sink in',IND
'  ikr riding trainer have fun running to lower rear backwoodsistan fucker',IND
'  why dont they want health care why do they want rich people to pay less taxes why dont they care about the deficit why dont they want any gun control why are they so afraid of immigrants why are they so full of hate when they control all branches of government why',GRP
'same here but the more he talks the dumber he looks wwgiwga maga ',IND
' feel sorry for the voters no good choice pig face',GRP
'  what does juan contribute on fox we all know which side of the fence he plays on pretty much know what he is going 2 say listening 2 him is like watching paint dry i have better thgs 2 doangry facenauseated face',IND
' leftist collusion prescreening party',GRP
' shortys dad taught him eveything about   pussygrabbing sexual assault  trump family time  maga girls have to stay silent ',GRP
'   especially those who play the good religious boy routine as 80 of their job interview seriously  imagine pulling that crap in a job interview amp then imagine   interview for supreme court justice  kav spends way too much time talking about how pure he is',IND
' oh fuck yeah',IND
' what an empty soul you have',IND
' go away my child you are so boring that you cant even entertain a doubtpile of poopile of poopig facepig face',IND
'  nobody cares about paid protesters the capitol police need to get a hold on them lock them up',GRP
'   she is a journalist and spreads fake info about painting of shree krishnaji why people forget ligic amp professionalism when they try to be secular do not tear our religious books to prove your stupidity fight your cause with moral means ',IND
'                    jaws v when jaws jaws back   starring kurt chiselchest and lorna buxom  whud i win  it better not be one of them laser swordsjess will b jealous',IND
'is anyone surprised that a president who would commit treason with russia to get elected would pick a rapist for the supreme courtmondaymotivation deplorables maga marinesagainsttrump kavano bluewave2018 postponethevote kavanaugh stopkavanaugh',IND
'   that sucks have plans  you should team up with lemons',IND
'   fucking glory hunters',GRP
' you would cant fix stupid  maga qanon thursdaythoughts drainthedeepstate thankfulthursday wwg1wga walkaway',IND
'    i knew we would find out that this is all the liberals’ fault face with rolling eyes',GRP
'a long ass blog that might not make sense ',OTH
' brett kavanaugh was supposed to be a selling point for gop candidates in the midterm elections but now he could become a liabilitycbs enough of all your bs lies go away with your other liberals cnn msm we are not listening to your ignorant bs stories pouting facepouting facepouting facepouting face',GRP
' conservatives have become the cadaver party',GRP
' lmfaooooo foh w that free thought shit lmaoooo',IND
' my god theemmys  and the limousine liberals are sick disgusting animals with no brains  ',OTH
' i bet they all have fitted waists because women are meant to look hourglass even when they dont give a shit',GRP
'idiotalert gun control activist david hogg suggested ar 15s cannot be used for self defense because they shoot further than handguns ',IND
' i have long thought that liberals are children trapped in adult bodies',GRP
'  of course he is he will be remembered for being the biggest hypocrite in history they change the rules constantly gophypocrites',IND
' what does a snot nose 18 year old kid know he is just a loud mouth immature punk who the media has placed on a pedestal using to promote gun control he is fed tag lines to spark controversy in order to bring attention to the gun control debate that he knows nothing about',IND
' that is a lot of guilt for tucker to take upon himself surely he is not the only on at fault',IND
'  yes mothers now this is what the deranged left will make you do to your little boys are we really going to let this happen pure evil votedemsout maga 2020 confirmjudgekavanaugh  ',GRP
' that or she is an awfully good transvestite',IND
'  omg shyt',IND
'  sir now to russiaputin is broke and a little bit crazythe paltry 17 trillion gdp might cause desperate actions from his dying regime denuclearization in exchange for oil patch tech thats all they have sirmaga',GRP
'  pushed to my limits ',IND
' seriously do you really believe your own crap why do not you just move on if she is so offensive this ugly side to you is very unbecomingdisappointed face',IND
' she never planned to testify it was all an act   one that fell flat very quickly  liberals will never learn   we know their tactics we can accurately predict their actions amp responses we also know how to think amp do research thats why they hate us they cant control us',GRP
'cincinatti  well these shootings will keep happening because of your stupid gun laws so its time americans woke up and do something about it because it will keep on happening again and again and not god and prayers are going to help only proper gun control laws will',IND
' national unity o you are so full of it you just tweeted to get people mobilized does that mean paying people to mobilize and cause violence where is it that you spoke out about antifa a official group of terrorists',GRP
'  serena is a bully she threatened to shove a ball down the throat of a line judge in the 09 us open she was 2 points away from losing in the semifinals when she dbl faulted she went ballistic and was penalized a point she lost the match due to her threats shes a bully',IND
'  the left have become a bunch of thugs nancypelosi chuckschumer',OTH
' i do love you but dont give him an excusehe isnt mentally ill he is a dangerous idiot',IND
'  calls you an intellectual prostitute because he knows that you are smarter and more intellectual than he',IND
'  take a joke lefties her behaviour was disgusting so it is drawn',IND
'  latino conservatives=self hating freaks',GRP
' can we talk about how he is having the worst year of any player in yankee history',IND
' this woman has nothing but play tennis and yet she is constantly being disrespectful it is insane the whole all owes her an apology atp ',IND
' he is a child  a retarded one',IND
' i mean if allsup was a communist or some antifa shithead people would be coming to her defense despite what a shit she is   this political team sports is dumb allsup is a dickweed',GRP
'   you assholes are both going to jail  what happened to the $94million paid to your company  mueller knows',IND
'      lol you are being mean',IND
'  because he is a traitor',IND
' i’ll go pick u up fuck an uber',IND
'  no fr people are always on the most bullshit amp i am not postponing or missing anything else because another person ca not get their shit together so if all else fails i go by myself amp tbh i end up having a better time anyway man shrugging medium skin tone',GRP
' he is so very stupid or is it he is just so concrete',IND
' well since your streams always have porn in the title im going to sa you love porn',IND
' dominos is ass',OTH
' i muted her awhile ago when she tried to say some shit like that 6ix9ine was doing positive work for mexican rap like he is not some kind of pedo garbage',IND
'  me too jacks a sack we conservatives tweet in a barrel',GRP
'  a voice from the frontline of domestic violence that the gun lobby cannot drown out cdnpoli ',IND
'  yet another good guy with a gunwoman facepalming we need common sense gun control legislation dosomthing  votethegopout countryoverparty  documents alleged mass murderer thought wife was cheating ',OTH
'    im going to tell you one more time to fuck off before i block and report your ass whos your current president',IND
'maga are perverts and demons period nothing is sacred or innocent with these mutts of satan ',OTH
' you do realize how ridiculously radical all these tweets sound right who are you trying to mobilize antifa',IND
' he looks like he is been sucking on a lemon before he goes into those hearings',IND
' he is so brutal hopefully he sells the team',IND
' how about just f*k her  she is an instigating big mouth bitc* amp so is her evil friend  my opinion teamtani',IND
'  needs serious psychiatric help this guy is an anger management bi polar psych 101 case study ',IND
' he got his chance and blew it',IND
' but but but we need more gun control right oh wait guess that doesnt stop criminals  only law abiding citizens which is known so think on why they want to control you and disarm you',GRP
' colin is a dick would sell out just as quick',IND
' now to get inner cities  iechicago  to have policies that promote job growth there so that the nuclearfamily returns the lack of one is why   have the daily killings  not a gun control issue twill',IND
'   he didnt pay a money for his accounts and stuff  so he is now a stranger  and everything it is because of his obsession for sonic  i hope that he dies there',IND
'29  listened to the liberals democrats and their bed buddies in the msm demand transparency from the    well  your about to get a yuge scoop of transparency from him like i said in the start of this thread be careful what you wish for  end ',IND
' if you want to maga  1 stop intellectual property theft by china 2 pivot away from china and give business to other asia countries 3 ask us business to move to other countries 4 tax reciprocally 5 make xi look weak  demolish south china sea xi is a crook  ',IND
'        omghe is sex on legs',OTH
'    pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27   come play with grop',IND
'         we waiting on mean ass florence to do what she gonna do ack',GRP
' when is this low iq piece of human trash going to go away nobody cares what this wack job has to say so why is she constantly in our faces if she thinks mr trump has acted despicably what does she call going on live television and telling people to attack conservatives',IND
'  anyone who supports gun control is a racist  just like shannon twatts',GRP
' he is what the industry stands for all about spreadsheets and no care for the human side',IND
'  dolt you have become another nail for hammer trump',IND
'but does he schmooze with communist putin in helsinki like your daddy       maga     ',IND
'     bs  no we dont support gun control  we support 2a that says shall not be infringed  go read some history and find out why  you are part of the reason',GRP
'  that wench is on something  she must be to spout her drivel  wanna bet someone gives her the beating first  lets see  she is in a parking lot with no one else around and a few black women who are much better then her find her  or white people much brighter ',IND
' pirate flag this deplorable from the dregs of society says public executions will make criminals think harder about being politiciansdouble exclamation mark maga wwg1wga qanon draintheswamp drainthedeepstate',GRP
'  i is glad the you worked hard but shame you are physical dementia the thing are you may not be simples to understand talk when write you cannot clearly ',IND
' look in the mirror lefties  no bigger bullies than antifa and progressive leftist trying to get in the faces of the right',GRP
' he was saying niggas who say they boycotting nike for the military are racist because the military fuck with nike face with tears of joy',OTH
' always been a lier',IND
'  you just said the same things all the liberals say president trump is not deporting immigrants hes trying to deport people who sneak into this country amp not follow the rules to come in if you come in that way you are a criminal turn off cnn amp try another point of view',GRP
' go buy an antifa shirt from wal mart you lumpenprole',IND
' so babies arent future men i suppose ripping their limbs off and sucking their dead bodies out and putting them in the trash thats sorta thing',IND
' obama will preach about gun control in the us but then arm the drug cartels in mexico and advocate for open borders a piece of shit is worth more than obama',IND
' wrong 99 percent of the time she is in a bed or laying down suntanning all summer long she is bland like a dry piece of toast  carry on bb20',IND
' so  i tuned into the emmys last night  i watched for a whole 5 seconds before some celebrity  i had never heard of  started talking about their platform  click liberals ruin everything',GRP
' oakland line sucks',OTH
' this nigga prob made her infertile god only knows all the germs he brought back',IND
' because only the unhinged liberals that are scared they wont be able to murder their babies are demanding this the other normal rational people with common sense can see this is just a fake accusation to stall',GRP
'   just another blm brat blocking a highway  antifa thug swinging a bike lock here comes just another screamer from the gallery   except this childish scoundrel screamed he raped me  sat down in the middle of the room  stuck her thumb in her mouth  and whined prove me wrong',IND
'  i have plenty of conservatives i work with that are not afraid to share their racism and hate for democrats it is sickening',GRP
' *as fuck not ass fuck although conservatives are fucking us all up the ass right now',IND
'  after seeing the contents of the post  i for one are pleased with the legislation we have in regard of gun control on the other hand legislation does need to be improved to support mental aid to this individual he has to be sectioned',GRP
'  they probably shutdown the  website because of the death threats if she votes yes she’ll most likely get lots of support from maga voters',GRP
' fortunately the rest of america is not the swamp in washington washington is the worst place to decide whats good for america',OTH
'   if so why do democrats continue to say he is a rapist why do you democrats say republicans allow a rapist to be president  he isnt unscathed',GRP
' i cant believe luigi fucking died face blowing a kissweary facered heart',IND
' white liberals like you and your colored ilk are easily worse than bigots you are nothing but a coward and victim hood enabler who wants to keep my kind impoverished via welfare and identity politics thank god more people are seeing your evil for what it is',IND
'  max is the boss the conservatives should not have made such a weak dud as their leader this would not have happened scheer tries to cater to the left wing crazies he should be all in on freedom of speech but he coward on that he takes the same positions as trudeau on nafta',IND
' they just need to go away no one wants to see them in the media advocating for gun control its unseemly',IND
' from your lips to god ears antonio i will do my part let hope all conservatives do their part and stay vigilant at the polls dems are desperate there will be fraud',IND
' because of obama and holder more cops are getting killed each year because they hated law enforcement and encouraged civil unrest',IND
'  these gun control scientists are a disgrace they should have their license to publish revoked unamused face',GRP
' he is a dumb ass',IND
' please and that bitch will get popped and end up with a lump like her dumb ass sister skull',IND
' willie you just lost over half of your fans by getting involved in politics fan no more i cannot believe you support open borders and gun control you have smoked too much dope i guess that is what you and beta have in common ',IND
'  dubious mortgages lol you mean the ninja loans for subprime borrowers that banks were forced to provide by democrats and liberals citing that not providing them was racist and discriminating just because people dont have a job cmos were a derivative of the subprime problem',IND
'  fake news who in their right mind would go along with this nut',IND
' this is just more of the standard trudeau liberals emotional manipulation of canadians   they think canadians are stupid',GRP
'  w had empathy and regrets he may have been a bad ineffective president but he is way more presidential than trump could ever hope to be',IND
' 1st pic oh my god the batman v superman trailer is awesome 2nd pic oh my god bvs is awesome 3rd pic oh  you dont like bvs and call it a shit movie well bitch 4th pic oh  zack was fired  henry left and ben is leaving',IND
' aaron rodgers will never win a ring the rest of his sad ass career i hope you his regular season heroics cause thats all he is good for have a nice day',IND
'   good for you he is bit miss guided for me to follow as the guy to me seems more like an idiot amp a crock but if you think that he is perfect even though there is multiple investigations against him whom am i to disagree im still looking for a better role model for america cya',IND
' fuck you if you do not start working an a man of steel sequel soon the whole dceu will irreversibly go to shit',IND
' oh this is gonna get some antifa idiots shot so fast  face with tears of joyface with tears of joy they dont even realize gun owners are usually really aware of whats going on around them',GRP
' my favorite is if you play the genocide path you are a mass murderer in real life',IND
'  no i think he knows  is going to lose anyway and he has nothing to lose in this battle he is like a suicide bomber can only think tactically unfortunately he can only lie to stay in news',OTH
'     i agree those antifa nutjobs should be arrested before they start trouble again',GRP
'  prepared all she has to say is  i dont remember all the time and liberals will believe her bs',GRP
'  is a very lost soul his father fucked him up real good',IND
' he is nuts',IND
' i see you support gun control grinning face',IND
'  she should be prosecuted to the fullest extent of the law  the tragic waste of such a beautiful person  her incompetency and hasty judgement has ruined his family and friends lives  i know she is devastated but that is little comfort to his loved onespensive facefolded hands medium light skin tone',IND
' swear niggas make me wanna turn this phone off',GRP
' conservatives  if you are not a gun person  i believe you need to become one if these nov elections dont go well for the dishonest dems  i think the violence will get worse all conservatives will need to be able to defend themselves and their loved ones',GRP
'  for your encore say that every other western country that all but eliminated mass shootings through effective gun control are lying too it would be fitting',GRP
' anarchist nefarious treason invading free america = antifa',GRP
'  7 myths of democratic socialism debunked    maga kag',IND
' state level crime when the alleged offender was a juvenile silly liberals no crime committed by kavanaugh but probably one by the liar ford democratsdividinganddestroyingamerica democratshateamerica',GRP
' the gop has blood on their hands gun control',IND
'   there is no such thing where is this fascist left antifa are anarchists they are not socialists or democrats you folks on the right embrace authoritarianism and fascism look at trump he attacks all our institutions and the rule of law and fluffs putin',IND
'                 keep banging on with your nationalist nonsense once democrats win the midterms and raise taxes youll be able to get on the same page as everyone else universal health care and gun control will save countless lives trumpsters like you will learn eventually',GRP
