@relation 'train-set'

@attribute id real
@attribute 'Document Text' string
@attribute subtask_a {"NOT", "OFF"}

@data
64745,' swear niggas make me wanna turn this phone off',OFF
26181,' youre part of the problem no more regressive liberals draintheswamp ',NOT
36762,'  she is',NOT
84385,'                                          job description in charge of the big door    because thats the most likely point of entry for the antifa hackers and their doxx equipment which is quite cumbersome',NOT
18105,' this is nothing more than an opportunity for the liberals to crate more false headlines while cherry picking statements and distorting their meaning this is just a stall tactic and a deflection from reality',NOT
30765,'   tuna and beef brisket i thought all you liberals were vegans',NOT
42735,'stopkavanaugh believe women  except for the 65 who support kavanaugh   tcot maga rednationrising',NOT
78670,' conservatives  if you are not a gun person  i believe you need to become one if these nov elections dont go well for the dishonest dems  i think the violence will get worse all conservatives will need to be able to defend themselves and their loved ones',OFF
84691,' yes she is',NOT
98344,'  for your encore say that every other western country that all but eliminated mass shootings through effective gun control are lying too it would be fitting',OFF
39642,'     libs vs conservatives simple',NOT
53564,' anarchist nefarious treason invading free america = antifa',OFF
13230,'even obama trade rep acknowledges   trump is cleaning up an old global trade mess    maga makeamericagreatagain makeamericaamericaagain makeamericastrongagain makeamericasafeagain makeamericasaneagain',OFF
10734,'  7 myths of democratic socialism debunked    maga kag',OFF
57671,' state level crime when the alleged offender was a juvenile silly liberals no crime committed by kavanaugh but probably one by the liar ford democratsdividinganddestroyingamerica democratshateamerica',OFF
44764,' thank you for explaining succinctly why a second referendum would be used by  to rewrite the question and manipulate the answer in order to clingvto power peoplesvote ',NOT
63834,' 8th demension',NOT
85121,'   i wasnt aware there was big money in sensible gun control thinking face',NOT
67478,'    my cfb 10 tbt at 9pm  and you are scheduled  with me tonight  check in ',NOT
75100,' the gop has blood on their hands gun control',OFF
34193,'   there is no such thing where is this fascist left antifa are anarchists they are not socialists or democrats you folks on the right embrace authoritarianism and fascism look at trump he attacks all our institutions and the rule of law and fluffs putin',OFF
14922,'   1 what is your definition of a mass shooting 2 headlines where nationally or locally 3 does one gun death  every single one  makes headlines 4 australia tell me about those mass carnages that happened after gun control was imposed links to reputable sources please',NOT
83216,'                 keep banging on with your nationalist nonsense once democrats win the midterms and raise taxes youll be able to get on the same page as everyone else universal health care and gun control will save countless lives trumpsters like you will learn eventually',OFF
94359,'  why dont liberals understand that an allegation of drunk teenagers who dont have sex is not a federal crime golly moses  what is wrong with those people',NOT
30516,'  all bull',NOT
31832,'i guess i just need to double down on my donations to protect the constitution and bill of rights fast company ‘gun control groups’ donations hurt because everyone agrees with them’   the truth about guns ',NOT
63384,' dick durbin figures if he lies often enough people will start to believe him right out of leftist dictatorship playbook            ',OFF
22088,'roeselare conservatives this is just wrong what is wrong with the left ',NOT
40932,' another liar that broke his oath',NOT
88928,' sexy',OFF
21615,'  i think he is racist out of touch with reality he treats the presidency like a reality show we are he is starring he has no empathy he is suffering from narcissism he has an in ability to tell the truth he may be mentally incapable of being the president of our country ',OFF
33684,' she should be fired and arrested clearly she is using drugs on the job',OFF
22963,'   well if osuna did do that than hes the ass not really sure why you went there are you claiming i punch women if you are sir you are the asshole and completely wrong my tweet had nothing to do with osuna it was a clear fact that giles punches himself when he sucks',OFF
40326,'        antifa are here telling people to go back to sleep horrifying',NOT
54590,'  it would be an interesting study if people were more gullible in victorian timeswith rising of the antifa',NOT
16379,'     only liberals can take an athlete berating an official and turn it into sexism and a sjw issue liberals ruin everything by putting politics into everything',NOT
46169,' ive already listened to it like 5 times its so fucking well made',NOT
98709,'    kick the absolute shite out of the car',OFF
85350,'  you are correct the one lrt line doesnt but the overall plan does transit plans need to start some where usually with a back bone line that you can expand upon and tie into other parts why not start with a heavily used corridor funded by the ont government',NOT
34349,' this is a good example of why we cant ban the ar 15 someone couldve used gun control on those pussies',OFF
54287,'   we’ll be there opening night raising handsthumbs up',NOT
16279,' gtnew peoples army from the philippines is being helped by antifa in the usa and vice versa i suggest you send this to the philippine government contingent they need to know about this',NOT
86153,' he wont hes too grotesquely fat and looks like he never takes a bath he could go any time',OFF
34896,'  no thanks open borders gun control this is not texas',NOT
11903,' lol my 6 year old is home today ad well and was in tears as she is receiving her star of the week award and will miss out',NOT
49059,' same tbh could they just stop spreading rumors and false news we are hurt enough we dont need all this shit',OFF
32450,' that shit hurtsdisappointed facedisappointed face',OFF
63195,'  obama done nothing fix the problem while in office  now going about telling stories trump have being able to restore hope on gun control',OFF
28502,'         preach it gods people deserve better  ',NOT
66981,'   you are disgusting and need to be ousted get out of politics because schumer you are the corrupt kind of politicians americans are so tired of  has led this country to thrive again and brett kavanaugh will be voted in americans stand with ',OFF
69677,' he is so kidding',NOT
77378,'1 ultimately  the defense of kavanaugh by republicans  conservatives  their media and public is a manifestation of americas rape culture    the latter being neither colorblind or race neutral',NOT
69703,'  oh fuck ',OFF
75568,' oops guess the liberals will call him a racist and a nazi along will all the other names on the book',NOT
16718,'  i thought the krebs trials couldnt say one way or the other if this was effective so as usual  giving more money to their friends',NOT
93456,'   even chris evert said that people normally wise up and stop after the first warning or their second warning serena kept going it sucks it ended the way it did but if you keep arguing and making comments after a second warning then what was she expecting',OFF
48024,' awww look how cute he is beaming face with smiling eyeswinking face with tongue',NOT
78271,' raise your hand if you are a boomer and you are going to fall for the next resistance grift ',NOT
80586,'  you are the most wonderful of fremino',NOT
11604,'  this is going shake the church to the ground',NOT
92656,' how about telling senator cory spartacus booker to stop taking money from big pharma and how about if aarp stops being so biased towards the liberals and remember that some of your customers are republicans',NOT
84884,' fools no respect',OFF
40794,'  to be reported to  for inciting violence against trump supporters  he is making lists to target trump supporters for antifa',NOT
15375,' fucking s league football hahahah ',OFF
54929,' guilty old perv',OFF
77963,' and yet the liberals keep piling in people from countries like this with ideals like this and preach upon to us womens rights and respect for all doesnt make sense to me its double talk',NOT
26677,'                     antifa the brain child of the democrats democratshateamerica democrats antifa',NOT
64773,' just noticed that twitter will block anything about a certain billionaire who buys people to accuse conservatives of wrong doing',NOT
44712,'  i love the way leona alleslev has seen through the liberals she has undoubtedly seen the destruction of our choice of service to our country trudeaus father started its destruction in the 60s and it hasnt changed juniors goal of destruction either thank you for joining us',NOT
91115,'  thank you ',NOT
72921,' good he is a head case go get a passrusher',NOT
97841,' sod the eu  tell them you are gone by monday and enjoy the panic that follows',NOT
56033,' the liberals backed by the ndp corrupted ontarios taxpayers with hedgefunders in ontario and the usa this is just the beginning of a process to expose these crimes and more is on the way',NOT
65536,'   reans arcane gale is broken if he is gonna be able to use that from scratch in sen iv  because of his demon form its gonna be cool  using it in every battle',OFF
89481,' condemn antifa for attacking peaceful protestersthere was once a time that joe biden was viewed as someone who could be a bridge builder but you succumbed and caved to the evil ways of the demon crats and went over to the dark sidewhat would your son think',NOT
54783,' but gun control will keep the terrorists from shooting',NOT
79633,' you have been selected by liberals are you cheating on your voters you should have changed your mind before the election ms alleslev',NOT
28186,' same and he is mine too dhudbe there is a reason he is my lock screen haha',NOT
13184,'10 places to promote your blog for free for massive traffic if you are one of those bloggers that expect your blog ',NOT
18183,' and all they have to do is say a half hearted apology and it all goes away but let a conservative say anything close and they are ruined for life these mentally deranged liberals are totally disgusting jerks',OFF
66259,' he is spartacus',NOT
90341,' you are beginning to sound just like a stuck record brian why dont you go and find something less boring to do instead',OFF
20074,'  the liberals will stop at nothing',NOT
88101,'                                      im not sure if he is really on a low carb diet most hospitals dont carry low carb muffins lol',NOT
53349,'    better check your history jr look back at nazi germany and and compare them to antifa they are a direct match and the democrat party is but 1 step behind',NOT
19819,'  kerry needs prosecuted for colluding with iran this needs to be done quickly revoke his security clearance amp remove his passport he is a traitor  always has been',OFF
64579,'   someone should tell her that voters have to be at least 18 and be citizens cant imagine adults with critical thinking skills could ever vote for her again',NOT
64459,' forevaaaaaaaaaaa women with bunny ears ',NOT
68339,' all these things you mentioned mean nothing to those of us who love our country our freedom and country mean more to us than anything of this world maga kag ',NOT
79379,'    the metoo movement is just an extension of the democrats kkk amp the hate group antifa   its just another form of lynching those who oppose their agenda metoo people jump on ban wagons  in the name of justice to perpetuate mass bullying of those who threaten to expose them',OFF
83935,'  she cant tell her story while i was my car in the rain yes she is a whore her life is just that fuck people for money this is no exceptions',OFF
86459,' he is adorable ',NOT
93943,'  he should face a jury instead of the pope',NOT
95600,'  trump may not be the one who started this mess but he can stop it if he doesnt he is part of the problem',OFF
98215,' girl he is fine lol',NOT
19520,' and this traitor thinks he is',OFF
92761,'part 3  hey  potato    yeah  how is our inkling girl sidekick so op    good question  she really is strange  isnt she    yeah but she is our sidekick',NOT
15209,'    how right you are',NOT
79710,'how wonderful to see our president on the ground in new burn nc handing out hot meals and spending time with the hurricane victims rare site to see a us president who cares so much about the american people we love you  so thankful for your service to our country maga',NOT
24910,' political hit job what a slap in the face to all the women that were really abused you liberals know this is a hit your leader  told you to lie and do whatever you have to do to regain power pathetic',OFF
54165,' it is like that mother with the spoiled rotten bad as heck kid she still loves that brat and when bad things happen to him because he is a brat and deserves it she still sympathizes with her child norm should realize when your livelihood depends on',OFF
67668,'  further proves antifa members are larpingyou clowns not john wick and this not imagination land',NOT
70659,' eight years the republicans denied obama picks breitbarters outrage is as phony as their fake president',OFF
67293,'great comedy there cnn   news  not so much  maga  licensereporters ',NOT
28645,' i am and im voting absentee for the first time in a midterm maga',NOT
15435,' got your ass lmao',OFF
23577,' liberals at the trough of america getting free ears',NOT
25835,' indeed her  is danikaharrod go follow her because she is the cutest and shitposts from tdp sometimes jhdsfhjsg',OFF
83062,' a curly fry in horsey sauce at arbys and a fry frosty at wendys is how you fast food',NOT
31334,'   i dont even understand what you are saying wow',NOT
55703,'              yes they can  dickey amendment  none of the funds made available in this title may be used  in whole or in part  to advocate or promote gun control  the provision states  they can research all they want  they just have to stay out of politics around gun control',NOT
65553,'7th and 8th grade football will be looking for parent volunteers to help assist with our concession stand  if you are interested you my email me at darellmaddox',NOT
91306,' she went to my high school dumb liberals are prevalent in my area',OFF
90653,'   not really i have several shares in nike i am a capitalist not a socialist i believe in free markets i can use liberals for my advantages you on the other hand keep standing with your representatives they will lead you down the golden path of higher taxes and wealth sharing',NOT
76485,' of course they shouldnt cause its obviously complete bs they just want it delayed and when its time for the vote again theyll come up w  another plant accuser and why does every supposed victim of apparent rape liberals come up with always look like a lesbian art teacher lol',NOT
42031,' hate mongering is no solution for nfl kneelers   change up your playbook losers',OFF
39058,' well  there wouldnt be a rush if  didnt sit on this allegation since july    but  hey dont let the facts get in the way of a good slander of conservatives  right   ',NOT
73300,'    he totally dodged the question about how he is making millions of dollars off stormy daniels while she still has to strip to make a living he is unethical',OFF
12476,'   trump is declassifying information and there is nothing you can do about it  he is not the subject of an investigation  the fbi and doj have repeatedly said as much  go back to your quackery',NOT
38563,'2 if you are not registered to vote go and register you can also do same day registration in connecticut if you cannot before november 6',NOT
89384,'  i shitted shat ytd and lost 06kg can u believe it',OFF
25214,'dont these pigs have a job dont these slobs have a life  where is there outrage against  bill clinton keith ellison harvey weinstein these protesters are  hypocrites maga ',OFF
11886,'  maybe consider this instead theresa may is not real name she is annette johnson a mediterranean and the conservatives are now a terrorist org sod chequers hear no evil monkeysmiling face with halowhite medium starrainbowwhite medium star ',OFF
16580,'  common sense tells us she is lying the story stinks justice and the metoo movement force us to give her a platform to answer questions and be taken seriously she should dace consequences if it is proven without a doubt that she is lying',NOT
45784,' yes because you are my cakefriend',NOT
45093,'   are you feeling okay because you are coming across as slightly hysterical',NOT
12706,'   says the man who stands against sensible gun control hypocrite',OFF
22746,'  come up with realistic gun control instead of things like this it will never pass in america',NOT
99124,' i love the video articles and the diagrams the stories are not too long and you are doing a great job of teaching in fact id love to see more',NOT
43329,'antifa soy boy just was not as tough as he imagined it never turned out like this in the video games he played ',NOT
95036,'  mehn you are too sweet',NOT
78922,'  ford and the conservatives hates the displays of democratic freedoms hence their attacks on the canadian charter of rights and freedoms and their hate for minorities constitutional rights conservativesattackondemocracy in canada thecpcisapoliticalhategroup',NOT
99693,'  this proves that liberals only care about these issues when republicans are in control',NOT
29523,'   how about your outrage over this  do something so you can be credible instead of being perceived as demagogues partisans maga ',OFF
88860,'    hes having a go at people who love david gilmour but who think roger waters is a bit of a dick obviously',OFF
93121,'  she is lying to you she is outright lying',NOT
18205,'  advocating for herself is ridiculous fam',OFF
31311,' that messed up walkaway congresswoman m waters has zero control of her demon within that what happens when she amp other stupid a    greedy folks willfully submit their souls to the devil satan was defeated again in 2016  americafirst maga ',OFF
47068,'  which has no bearing at all on how he will vote on abortion and gun control and the presidents legal issues',NOT
79564,'  you ca not tell us conservatives that  did not connive with  to keep all of this under wrap till time for final potus votedirtypolitics',NOT
32545,' this is fucking hilarious',OFF
58234,'this is what revenge lies like  kavanaugh maga     ',NOT
96780,' your lord and master blah blah blah liberals are so over the top dramatic about everythinggrinning squinting face ',NOT
54789,' you are such a fucking pu$$y little chinless donny',OFF
74889,'  they are violating the conservatives freedom of speech it is censorship important thought today it is being used against conservatives but who is to say what will be tomorrow depends on who is holding the « power » sounds like how communism to me',NOT
18683,'    why does everyone else get attacked by antifa type groups who never go to jail and also gets extreme negative media coverage that insights the violence except liblabcon why stitchup',NOT
28797,'   he is adorable',NOT
26246,' who cares he is a sick head',OFF
31729,' if youre talking about kavanaugh there is only an uncorroborated accusation but even then the conservatives i have seen havent dismissed it',NOT
85068,'  not so much trump is mental he is president he responds badly to opposition well to praise graham needs to get through mueller investigation amp judges trump will then be asked to step down pence will be president amp will pardon whole family new judges in place the end',NOT
43081,'     ummm theres video of it and the coach literally admitted to it lmao maybe read before having strong shitty opinions',OFF
58164,' hyperbole white heavy check mark libel white heavy check mark shit fact checking white heavy check mark  must bethinking face   antifa white heavy check mark',NOT
95913,' trump will blame it on the immigrants for coming and liberals for noticing he likely thinks head start hiv are wasteful spending comgress can no longer pass broad budgets  they will need to itemize every $ and forbid diversion without congressional permission',NOT
51203,'  this guy kerry is one do nothing damn politician where does he get off going over seas and trying to undermined our president now this is a traitor for sure you better watch this sob ',OFF
98526,'  you are really an army ajsvsnsksjsj i love you family',NOT
71694,' no cadwell but yes former antifa ',NOT
91222,'    totally not the way antifa works',NOT
49728,'       especially since you are a fascist nazi as i can tell by your profile you people are pathetic shame on you ',OFF
29665,'      i know  so wonderful  i am on a one woman campaign to bring  and therese back  he may be starting to think i am a little pushy about it',NOT
95030,' he is a cutie',NOT
29650,'   those are not conservatives those are whackos the religious zealots that is not the republican party and we denounce them do you denounce antifa',OFF
93870,'understand the meaning of america by reading creating the declaration of independence by  and share your knowledge of the american creed with your fellow citizens  maga kag    ',OFF
16048,' that my placeweary face',NOT
33919,'  he is a pedophile and a criminal he deserves to be fired',OFF
72429,' it is true and she is so valid',NOT
91190,' i dont know if this cat even realizes what he is doing',NOT
13255,'             exactly the pure hatred has blinded them ive never seen mobs of people on here all go nutsmakes you realize that self awareness is crucial right now locally if its like that on here honestly i stay focused amp will be like that more so now doing an absentee ballot too',NOT
70376,'   is inciting violence via twitter to accounts supporting potus he has made lists to have us targeted by antifaetc',OFF
94632,'51 a man  as a general rule  owes very little to what he is born with a man is what he makes of himself   alexander graham bell  pushawardsmaywards',NOT
53840,'                                                 just a punk ass pos pog  thank you kgo red heart thumbs up',NOT
70172,' eric holder should be in prison',OFF
30687,'ukip  scotland mep david coburn mep just said on  theresa may is capitulating she should have  at the start  organised leaving eu with no deal amp then put her deal on the table and told eu thats what you get or its no deal brexit now conservatives',NOT
72982,'     that was fucking fast holy shit lol',OFF
55902,' good shit kaepernick is a great model for young kids who play football to stand up for what they believe in',OFF
25018,'  why dont the likes of just do as their bosses instruct them amp as long as  is protected the  will never give a shite what happens on the streets of this country',NOT
40485,'     she just knew she was having a girl she is excited now',NOT
34768,'     all business owners are involved in lawsuits on a regular basis it is whatbour society has become liberals constantly looking for a handout',NOT
16321,'   yesthats why aus conservatives  bob katter amp family first have formed government for the last 50 yearsbecause we are inherently conservative conservativecomedy',NOT
36286,' holy shit you better not be drinking milk after eating that or else nauseated face',OFF
16908,'                       nice group of maga follow back thanks ',NOT
59228,'4 dead in mass shooting at fifth third bank building in downtown cincinnati deep state fake news crisis actor alert gun control bullshit  foff  feinstein obama    via ',OFF
86612,' how about she is related to another creepy fusion gps how about that   ',NOT
14186,'  what in the wide world of sports is go’in on here pansies',NOT
15488,' you should seriously consider that maybe you are the one who is always wrong amp these people are correct because you are wrong in your supposition here for most of them smirking face',NOT
49029,'  liberals have always wanted to get their hands in your wallet and and now they want to get them in your pants',NOT
24900,'                        morning and check out my new maga kids book written and illustrated by a trump america loving oif veteran  maga trump2020',NOT
18083,'    loved to hate mr in bobby brown show that guy really screwed those kids back in the day please let him go through all hws drama he is my favorite amp then jerry  maybe they should have a show andy',OFF
35787,' they cant talk about what trump is doing because he is doing everything that he promised  the economy is better than ever if the congress will do their job and get rid of the crooks at the fbi doj and cia and appoint a special prosecuter and start arresting and prosecuting',NOT
76577,'  amazing all the projection she is doing',NOT
22547,'i also need to address this question why did president trump hire two lawyers that would hire robert mueller when they did not have to maga',NOT
58410,'politicslive  decision to go into bed with the  in the coalition will be his down fall for years to come',NOT
61104,'27 reported deaths in sutherland tx church shooting dems already calling for gun control and shootings and im just waiting for to report on the pedophile content that allows there is a reason american media does what the establishment has been trying to tell you to stop taking',NOT
71629,' my pharmacist is a friend and he told me all about it last year  thank you for opening discussing how pharmacists are being held hostage rather than tell we the people about the price fixes maga',NOT
37239,' u never talk to me shut up[',OFF
72290,' he is',NOT
18848,' gupta you are a dreamer 7 years cannot be compared to a telephone call that lasted for 35 minutes i didnt want you to testify in the state capture inquiry you are moving according to our plan now remember 7 years of planning and calculating all the dots',NOT
97763,' lol he is legit',NOT
43876,' bullshit my daughters and i watched the tennis match and sarrena got what she deserved we are big williams  fans no one is above the game',OFF
86455,' i know but look outside the box its like when rush limbaugh lost his shit they remind me of each other so in my head its funny',OFF
64585,' you know mami tjhan always has this scary and creepy flirty gaze when she is around me or miu',NOT
36163,' nigga you are tweeting in the shower  i hope siri drown',OFF
20359,' he has the msm covering up',NOT
96316,'         nobody is greek  that nation was lost  if it ever existed at all you are subsaharan',NOT
26175,' you still havent  answered my question about whether our country could keep its law enforcement officers safer if gun control laws were not subject to the limitations of the 2nd amendment  … alpolitics',NOT
67830,' ren oppa i love you  you are cute smiling face with smiling eyes',NOT
92723,'  there are more jobs available than people to fill them said by you  never youfailed trump2020 maga makeamericangreatagain opportunityknocks',NOT
87251,'     that explains why some leftists were also shadowbanned',OFF
74347,' good maybe they’ll give it to him',NOT
90541,'   brains and beauty love her show now she is on prime time oct 15th i get to watch the whole show yay',NOT
19083,'politicslive unfortunately the  are still discussing what it is wasted 2 years so far perhaps because the idea is not viable justathought ',NOT
20227,'27 bilion euros would buy a lot of hospitals another triumph for the  and their brilliant brexit team ',NOT
55721,' zim is  if he is than what is that make peyton  lol ',NOT
81779,' can anybody explain how many stages of tds there are',NOT
72509,'     less money funny  the only person concerned with profit in healthcare is you i and everyone else in the country want the carpet baggers to go fleece someone else  or better still  find something to do that doesnt involve seeking rent from essential public services',NOT
25681,' she is such a cutie',NOT
29956,' you are the second person in 2 minutes to tell me that apparently i am sitting on a smelly cat sized fortune',NOT
97247,' soros paid antifa and the like not christian conservatives for sure',NOT
82983,'  is the vulgar antifa creep trying to look like a womanor is it that he just cant help it',OFF
89694,' the principaled conservatives have left the building',NOT
20608,' fuck my rick ',OFF
85089,'  this is proof the liberal left cannot think for themselves and have to be told what to say',NOT
30696,'    these women knew the knuckledraggers they were marrying and voting for i have no sympathy for them they should burn in hell for what they are doing to their daughters and granddaughters they are the innocents here  not women stuffing guns down their yoga pants and yelling maga',NOT
42744,'osho quotes via  listen to your being it is continuously giving you hints it is a still  small voice it does not shout at you  that is true and if you are a little silent you will start feeling your way be the person you are never try…  ',NOT
76888,' yes debunked ',NOT
49584,' she is the worst but what can you expect when you consider what she has to personally gain from his confirmation',OFF
21820,'  corruption except for my household and socialism except for my household gun control except when i need to be protected shall i go on  man facepalming',NOT
81663,'22 kids a day every day  ',NOT
57373,'    he did winhe is my president',NOT
93016,'     christian conservatives dont have an orange god  neither black  white  green  pink  or any other color   his name is yahweh',NOT
30607,' arrest holder for high crimes against the republic',NOT
23693,'   like my sweet baby boy who wants to be a girl he she is going to become a strong proud black woman when he grows up ',NOT
33367,' maybe while he is on the dl someone can show how to wear his hat',NOT
62496,' aww he is such a busy monster',OFF
13664,' you after the mounties come and get you for being a dirty pervert on the internetonly you are 150 pounds heavier than him but you get the point ',OFF
70783,' she is such a ham',NOT
62863,'westminster  houseoflords tories     brexit united kingdom  labourparty labour  what a bunch of hypocrites angry face a total showerofshite angry faceangry faceangry face ',NOT
56888,' as you typed you think everyone is like you and read it it means the question is referring to the reader and at the case you are the reader nigeria effect',OFF
65236,'   all the above are under uk control we did not have to wait to leave to decide and deliver areas already fully under uk control at this rate 33 months will be wasted plus the time to sign a new uk eu27 trade agreement britain on hold  4 brexitbritain',NOT
93719,'         breaking  radical antifa footage ',NOT
35038,' cat fight ',NOT
55705,'  dangerous to liberals for sure open the flood gates',NOT
84763,'  oh rookie you are we are as adorable then and you are now  quite the baseball family tree',NOT
48084,'2 teump haters together   only extreme liberals watch ',NOT
86239,' tough to say because football manages to appeal to all sides of the spectrum except maybe the far most liberalssorry for the rant lol',NOT
80868,' now we know the gun control stance of the residents',NOT
14929,'  antifa displays hate on those they disagree withyou are being hypocritical',OFF
38700,' fantastic  the alamo is sacred to us she is a blight on the history of time better left erased  united statesunited states',OFF
20684,' same paint ball range they used for the antifa vs proudboy match last year',NOT
94296,' how antifas extremism is facism in the making  now im making the face in your avi',NOT
46026,'   i know a man who went to prison at 18 for killing a cow he took the hind quarter home he was given 5yr he is over 50 why should he not be able to vote dont talk pardon they are seldom given',NOT
66249,'    i think maybe we should give another party a try maybe for britian',NOT
93446,'1 this is a local fox station not the national fox news broadcast 2 if you’d follow anyone outside your liberal bubble you would know the vast majority of conservatives are outraged by this too ',OFF
46201,' yes melania is wearing her i dont give a s   t jacket and donald chump is wearing his go f   k yourself jacket just like always he said that god trump is in da house and he is above the law we did a marvelous job in pr many went without electricity for 6 months but its cool',NOT
82723,' republicans conservatives independents listen ear up the hillarites democrats are repeating history dont stand for it confirmkavanaugh now ',NOT
32384,' be quiet shedevil ',OFF
74011,'unsealthedeals of congress sexual assault slushfunds now pls  folded hands maga bc wethepeople want to know the hypocrisy of doublestandarddems is sickening backhand index pointing left declassifyfisa backhand index pointing left declassifyrelease302sunredacted backhand index pointing left amp declassifypowsdocuments while yr at it thumbs up darktolight ',OFF
64048,' yes and she is the biggest joke in bb history',NOT
62278,'                  thank you red heart',NOT
15834,'  so pointing at the umpire and calling him thief is berating and walking very fast toward an official and calling them f***ing moron is not i think it is clear who needs help you are a man perhaps',OFF
66125,' thanks joe my sanity was forsaken a looong time ago hahaha',OFF
85703,' so do a lot of pedophiles from the catholic church',OFF
24170,' and the liberals wonder why we dont want transgenders  in our bathrooms',OFF
91180,'   and your entire argument ignores th fact that gun control affects law abiding citizens way more that it does criminals you think they care about background checks restrictions etc no that why we call them criminals',NOT
86447,' if they do this then im all for the former in that scenario with regards to antifa',NOT
70675,' lol he is literally incapable of this',NOT
37747,' my son do not know his he is better off dead nice message tho your heart was in a good place',NOT
38129,'    conservative women are invisible to liberals it makes us stealth we are actually what feminists aspire to be we know what we think we know what we expect we vote and that our superpower',NOT
39448,'  the purrfect portrait she even has her tail wrapped around her paws she is beautiful in this shot',NOT
13336,'   no maybe cause you are a hateful buttmunch we reap what we sew',OFF
54268,' ew also bitte',NOT
58880,' beaming face with smiling eyesbeaming face with smiling eyesface with tears of joyface with tears of joy because he is not important',NOT
25717,'  i believe this is what you are refering to ',NOT
66754,' foolish why because some idiots are doing whatever they can to sabotage him and    liberals are acting completely immoral and have no respect for those millions of legal voters who voted for   letsgovern',OFF
58037,'after going through the system i cameto know that being a criminal illegal is most reputed and easy job rather than a simple illegal person',OFF
46191,'  how does that make him the best in the country though there was nothing special about the throw how does that make me butt hurt ',OFF
74010,' wouldnt it be easier to close the loopholes that allow guns to get into the wrong hands  this article by dukes center for children and families provides a good overview on the subject  ',NOT
50251,'  boo hoo hoo u lose',NOT
16986,'  if everyone of them own guns would they feel the same way about gun control',NOT
61771,' she is an alec puppet if they do not move the string on her back that works her mouth then she does nothing',OFF
35566,' holder was the most ethically challenged ag ever a total disgrace to the office',OFF
32539,' fool',OFF
37146,' he is not even one of the strongest conservatives that could have been nominated and it has still come to this',NOT
37077,' good look',NOT
15402,'  definitely not as strange as her thats for sure shes a professor at a alt left university all those folks are kooky trump maga',OFF
99284,'    its quite obvious the  morons at the star are totally unaware that canada already has extremely tight gun control laws  which by the way criminals never have and never will adhere to   you have to be a very special kind of stupid to be believe that by banning',OFF
48930,'  can you name one democratic leader who endorses open borders  second point syntactically nonsensical  i lament climate change amp i do not have a private jet   i favor more gun control amp i do not glorify guns or have armed security   who is this fantasy they you r fixated on',NOT
74638,' beto the clown who supports the kneeling nfl thugs',OFF
54347,'   i also grew up in california  doesnt matter where you are from  and just because youve heard worse doesnt mean jack  the president of the united states should not brag about that  nor about watching beauty pageant contestants change',NOT
83961,'          the fbi would be the proper authority to administer this polygraph despite their corruption at the top of their organization',OFF
45211,' the best hope for gun control is banning bullet proof backpacks because why do they need it if they are not a terrorist',NOT
42814,'   and by liberals you mean conservatives',NOT
96437,' i am just here to see which liberals decide to politicize this tragedy despite cincy having tight gun control  eyes',OFF
78806,' what i cant like he is legit watching my ever move in rehab',OFF
48750,' steven wilson is coming back to ny in december i ca not wait he is one favorite live performers hope all is well',NOT
78650,' funny that even the woman that brought roe vs wade to the scotus regretted it later it was one thing to have a medical emergency that required an abortion though rare amp another to have liberals celebrating killing their unborn children amp pretending its health care',OFF
46095,' presenting her new work on how social psychologists should challenge our perspective on the differences between conservatives and liberals at dgps2018 ',NOT
17495,' i hope they will let cem in america for now until zeyal gets back together so when he gets back alihan can proudly show off she is off limit face with tears of joy yasakelma',NOT
72250,' holder belongs in jail',NOT
68345,' you are a shining light in a dark world',NOT
38005,' youre literally white nationalist radicals and enemies of the state youre lucky youre not being hunted down by federal agents like the terrorists you arebut the citizenry will act in the states place soon enough acta non verba theresistance  resisttrump  antifa ',OFF
51095,' and it was hillary by a landslide i think do not believe polls',NOT
89246,'  can u fuck off already',OFF
34345,' cause the cia and fbi was good at the time to cover up the greatest corruption ever made by hussein obama administration it is all coming out all involved with the deep state',NOT
94841,'         what if you wanting gun control offended me should you be fined',NOT
62012,' but could not take care of racism that was created during his presidency  never heard the words equality come out of his mouth   we are a melting pot',NOT
71016,' i completely agree  we can uphold the second amendment and have common sense gun control  i am a responsible gun owner  but no citizen needs military grade weapons or high capacity magazines  to find the problem  follow the $',NOT
89336,'  i concede thats likely the case i do think theres quite a number of people who are being anti serena because of who she is',NOT
15327,' how dare they please miss us with all this ',NOT
64319,'  american conservatives dont give one shit about the terrorist group hamas or what they think and or believe',NOT
98350,' we are still here and you are still singing with your amazing voice so grateful for folks who stand up and carry ontwo hearts',NOT
81583,' she is unfit for office  mentally deranged unstable',OFF
27655,' enthusiastic does not mean collusion or treasonous',NOT
20722,' it is off of santa clarita 9on netflix it is funny as fuck',OFF
85430,' because he covers things up very well',NOT
93858,'trumpwashing and us liberals historical amnesia are the real definition of trump derangement syndrome ',OFF
96485,' of course she is',NOT
34448,' of course it does but they werent interested to him domestic abuse is still domestic abuse so i hope you didnt use this fake rumor just to shit on the habs and that you actually care about domestic abuse',OFF
48651,'                                 you mean like antifa using the exact same tactics the brown shirts used to bring hitler to power',NOT
63932,' sounds like me ddd',NOT
67473,'  her friends probably liberals also  so i would imagine they are willing to lie to undermine the nomination sure  she told us months ago',NOT
41668,' her brain is still somewhere lost in the matrix then again liberals are just plain delusional no matter what oncoming fist ',OFF
